total_population,median_income,unemployed,labor_force,housing_units,state_name,state,year,data_source,unemployment_rate
4747424,42934,215543,2259707,1831269,Alabama,1,2011,ACS_5yr_2011,9.538537518
700703,69014,30932,384749,252920,Alaska,2,2011,ACS_5yr_2011,8.039527068
6337373,50752,268363,3027149,2344215,Arizona,4,2011,ACS_5yr_2011,8.865206173
2895928,40149,114100,1373224,1121386,Arkansas,5,2011,ACS_5yr_2011,8.308913914
36969200,61632,1868871,18618649,12433172,California,6,2011,ACS_5yr_2011,10.03762948
4966061,57685,203279,2710732,1941193,Colorado,8,2011,ACS_5yr_2011,7.499044539
3558172,69243,163634,1937088,1360115,Connecticut,9,2011,ACS_5yr_2011,8.44742211
890856,59317,35231,459204,332837,Delaware,10,2011,ACS_5yr_2011,7.672189267
593955,61835,33495,337523,260136,District of Columbia,11,2011,ACS_5yr_2011,9.923768158
18688787,47827,948078,9264920,7140096,Florida,12,2011,ACS_5yr_2011,10.23298636
9600612,49736,469316,4813601,3490754,Georgia,13,2011,ACS_5yr_2011,9.74979023
1346554,67116,43274,717929,445513,Hawaii,15,2011,ACS_5yr_2011,6.027615544
1549987,46890,59871,763598,575497,Idaho,16,2011,ACS_5yr_2011,7.840643899
12790182,56576,622727,6688329,4773002,Illinois,17,2011,ACS_5yr_2011,9.310651435
6454254,48393,294244,3283673,2472870,Indiana,18,2011,ACS_5yr_2011,8.96081918
3032266,50451,90571,1647363,1219137,Iowa,19,2011,ACS_5yr_2011,5.49793822
2830985,50594,95489,1506400,1104479,Kansas,20,2011,ACS_5yr_2011,6.338887414
4316040,42248,182507,2065869,1681085,Kentucky,21,2011,ACS_5yr_2011,8.834393662
4484596,44086,172040,2163213,1675097,Louisiana,22,2011,ACS_5yr_2011,7.95298475
1328543,47898,50266,707618,551601,Maine,23,2011,ACS_5yr_2011,7.103550221
5736545,72419,227600,3166018,2128377,Maryland,24,2011,ACS_5yr_2011,7.188840998
6512227,65981,287476,3573919,2522409,Massachusetts,25,2011,ACS_5yr_2011,8.043718954
9920621,48669,601515,4913677,3825182,Michigan,26,2011,ACS_5yr_2011,12.24164714
5278190,58476,201649,2939455,2094265,Minnesota,27,2011,ACS_5yr_2011,6.860081206
2956700,38718,134828,1358958,1085062,Mississippi,28,2011,ACS_5yr_2011,9.921425092
5955802,47202,244812,3056406,2354104,Missouri,29,2011,ACS_5yr_2011,8.009799745
982854,45324,32646,513196,403495,Montana,30,2011,ACS_5yr_2011,6.361312247
1813061,50695,54055,1001009,715703,Nebraska,31,2011,ACS_5yr_2011,5.400051348
2673396,55553,145293,1401953,986741,Nevada,32,2011,ACS_5yr_2011,10.36361419
1315911,64664,46668,743342,514869,New Hampshire,33,2011,ACS_5yr_2011,6.27813308
8753064,71180,402751,4633565,3180854,New Jersey,34,2011,ACS_5yr_2011,8.692033024
2037136,44631,78901,974512,762002,New Mexico,35,2011,ACS_5yr_2011,8.09646264
19302448,56951,803436,9881672,7215687,New York,36,2011,ACS_5yr_2011,8.130567378
9418736,46291,455742,4784984,3664119,North Carolina,37,2011,ACS_5yr_2011,9.524420562
666783,49415,12772,376826,278669,North Dakota,38,2011,ACS_5yr_2011,3.38936273
11525536,48071,545888,5883960,4554007,Ohio,39,2011,ACS_5yr_2011,9.27756137
3714520,44287,116866,1823779,1432735,Oklahoma,40,2011,ACS_5yr_2011,6.407903589
3801991,49850,191276,1947759,1509554,Oregon,41,2011,ACS_5yr_2011,9.820311445
12660739,51651,508654,6456527,4952566,Pennsylvania,42,2011,ACS_5yr_2011,7.878136342
3742586,19122,238059,1375100,1230093,Puerto Rico,72,2011,ACS_5yr_2011,17.31212275
1053959,55975,50461,567760,410475,Rhode Island,44,2011,ACS_5yr_2011,8.887734254
4575864,44587,227214,2262934,1758732,South Carolina,45,2011,ACS_5yr_2011,10.0406817
807697,48010,20958,438039,318466,South Dakota,46,2011,ACS_5yr_2011,4.784505489
6297991,43989,287097,3122238,2457997,Tennessee,47,2011,ACS_5yr_2011,9.195231113
24774187,50920,890438,12285284,8667807,Texas,48,2011,ACS_5yr_2011,7.248005012
2715379,57783,87453,1345620,871358,Utah,49,2011,ACS_5yr_2011,6.499085923
624958,53422,22141,351086,256711,Vermont,50,2011,ACS_5yr_2011,6.306432042
7926192,63302,265331,4231576,2991025,Virginia,51,2011,ACS_5yr_2011,6.270264318
6652845,58890,286062,3474595,2602568,Washington,53,2011,ACS_5yr_2011,8.232959525
1846372,39550,62164,826469,740080,West Virginia,54,2011,ACS_5yr_2011,7.52163723
5664893,52374,219865,3084116,2279738,Wisconsin,55,2011,ACS_5yr_2011,7.12894716
554697,56380,14173,304922,219628,Wyoming,56,2011,ACS_5yr_2011,4.648073934
4777326,43160,230778,2265008,1837576,Alabama,1,2012,ACS_5yr_2012,10.18883819
711139,69917,31369,389890,252991,Alaska,2,2012,ACS_5yr_2012,8.045602606
6410979,50256,296132,3049419,2357158,Arizona,4,2012,ACS_5yr_2012,9.711095786
2916372,40531,117354,1377211,1128797,Arkansas,5,2012,ACS_5yr_2012,8.52113438
37325068,61400,2059444,18821426,12466331,California,6,2012,ACS_5yr_2012,10.94201895
5042853,58244,218419,2749557,1962753,Colorado,8,2012,ACS_5yr_2012,7.943788763
3572213,69519,177706,1949251,1360184,Connecticut,9,2012,ACS_5yr_2012,9.116629926
900131,60119,38591,464607,334076,Delaware,10,2012,ACS_5yr_2012,8.30615983
605759,64267,36228,348010,261192,District of Columbia,11,2012,ACS_5yr_2012,10.41004569
18885152,47309,1049899,9328439,7147013,Florida,12,2012,ACS_5yr_2012,11.2548198
9714569,49604,511530,4844814,3508477,Georgia,13,2012,ACS_5yr_2012,10.55830007
1362730,67492,46224,727728,447453,Hawaii,15,2012,ACS_5yr_2012,6.351823758
1567803,47015,65289,767626,577648,Idaho,16,2012,ACS_5yr_2012,8.505313786
12823860,56853,663891,6719976,4774275,Illinois,17,2012,ACS_5yr_2012,9.879365641
6485530,48374,309363,3292887,2478846,Indiana,18,2012,ACS_5yr_2012,9.394886615
3047646,51129,91676,1651480,1223509,Iowa,19,2012,ACS_5yr_2012,5.551142006
2851183,51273,100505,1513938,1109391,Kansas,20,2012,ACS_5yr_2012,6.638647025
4340167,42610,194610,2071789,1691716,Kentucky,21,2012,ACS_5yr_2012,9.393331078
4529605,44673,182864,2192304,1696499,Louisiana,22,2012,ACS_5yr_2012,8.341178961
1329084,48219,52318,706163,553208,Maine,23,2012,ACS_5yr_2012,7.408771063
5785496,72999,246720,3199290,2138806,Maryland,24,2012,ACS_5yr_2012,7.711711036
6560595,66658,305515,3614094,2525694,Massachusetts,25,2012,ACS_5yr_2012,8.453432589
9897264,48471,614849,4889594,3818931,Michigan,26,2012,ACS_5yr_2012,12.57464321
5313081,59126,207462,2955309,2101875,Minnesota,27,2012,ACS_5yr_2012,7.019976591
2967620,38882,143126,1361499,1087791,Mississippi,28,2012,ACS_5yr_2012,10.51238378
5982413,47333,259574,3062560,2358270,Missouri,29,2012,ACS_5yr_2012,8.475719659
990785,45456,35541,517348,405508,Montana,30,2012,ACS_5yr_2012,6.869843896
1827306,51381,55912,1008534,721026,Nebraska,31,2012,ACS_5yr_2012,5.543888456
2704204,54083,166416,1414374,992896,Nevada,32,2012,ACS_5yr_2012,11.76605339
1317474,64925,48926,745330,516845,New Hampshire,33,2012,ACS_5yr_2012,6.564340628
8793888,71637,443328,4672338,3186878,New Jersey,34,2012,ACS_5yr_2012,9.488354652
2055287,44886,88267,979619,763844,New Mexico,35,2012,ACS_5yr_2012,9.010339734
19398125,57683,869729,9969586,7230896,New York,36,2012,ACS_5yr_2012,8.723822634
9544249,46450,497589,4832418,3693221,North Carolina,37,2012,ACS_5yr_2012,10.29689485
676253,51641,12709,383089,282667,North Dakota,38,2012,ACS_5yr_2012,3.317505854
11533561,48246,569218,5880517,4555709,Ohio,39,2012,ACS_5yr_2012,9.67972714
3749005,44891,122629,1834109,1439292,Oklahoma,40,2012,ACS_5yr_2012,6.686025749
3836628,50036,210379,1957085,1512718,Oregon,41,2012,ACS_5yr_2012,10.74960975
12699589,52267,548580,6487488,4959633,Pennsylvania,42,2012,ACS_5yr_2012,8.455969398
3716727,19515,242218,1365560,1217584,Puerto Rico,72,2012,ACS_5yr_2012,17.73763145
1052471,56102,53904,568800,410639,Rhode Island,44,2012,ACS_5yr_2012,9.476793249
4630351,44623,248835,2280559,1768255,South Carolina,45,2012,ACS_5yr_2012,10.91114065
815871,49091,21687,441775,320467,South Dakota,46,2012,ACS_5yr_2012,4.909060042
6353226,44140,304598,3137286,2468841,Tennessee,47,2012,ACS_5yr_2012,9.70896501
25208897,51563,960408,12507191,8782598,Texas,48,2012,ACS_5yr_2012,7.678846513
2766233,58164,96504,1368252,880873,Utah,49,2012,ACS_5yr_2012,7.053086712
625498,54168,22911,350996,256830,Vermont,50,2012,ACS_5yr_2012,6.527424814
8014955,63636,286994,4276515,3006219,Virginia,51,2012,ACS_5yr_2012,6.710931682
6738714,59374,309049,3511749,2619995,Washington,53,2012,ACS_5yr_2012,8.800429643
1850481,40400,65115,827489,742674,West Virginia,54,2012,ACS_5yr_2012,7.868986778
5687219,52627,230456,3090671,2286339,Wisconsin,55,2012,ACS_5yr_2012,7.456503782
562803,56573,15537,307324,221479,Wyoming,56,2012,ACS_5yr_2012,5.055576525
4799277,43253,241930,2259344,1838683,Alabama,1,2013,ACS_5yr_2013,10.70797541
720316,70760,32939,393037,251899,Alaska,2,2013,ACS_5yr_2013,8.38063592
6479703,49774,316360,3056508,2370289,Arizona,4,2013,ACS_5yr_2013,10.35037369
2933369,40768,121235,1372975,1129723,Arkansas,5,2013,ACS_5yr_2013,8.830095231
37659181,61094,2168665,18946244,12542460,California,6,2013,ACS_5yr_2013,11.44641123
5119329,58433,231741,2774490,1977591,Colorado,8,2013,ACS_5yr_2013,8.352562092
3583561,69461,190709,1958723,1355849,Connecticut,9,2013,ACS_5yr_2013,9.73639458
908446,59878,41207,466696,335707,Delaware,10,2013,ACS_5yr_2013,8.82951643
619371,65830,38994,357458,263649,District of Columbia,11,2013,ACS_5yr_2013,10.90869417
19091156,46956,1096028,9355809,7158980,Florida,12,2013,ACS_5yr_2013,11.7149463
9810417,49179,544802,4852644,3518097,Georgia,13,2013,ACS_5yr_2013,11.22691053
1376298,67402,48748,728795,449771,Hawaii,15,2013,ACS_5yr_2013,6.688849402
1583364,46767,67189,766649,579797,Idaho,16,2013,ACS_5yr_2013,8.763984561
12848554,56797,700616,6718236,4772723,Illinois,17,2013,ACS_5yr_2013,10.42857083
6514861,48248,315476,3283407,2481793,Indiana,18,2013,ACS_5yr_2013,9.608190517
3062553,51843,94913,1650140,1226547,Iowa,19,2013,ACS_5yr_2013,5.751814998
2868107,51332,104341,1509187,1110440,Kansas,20,2013,ACS_5yr_2013,6.913722421
4361333,43036,201987,2076555,1694996,Kentucky,21,2013,ACS_5yr_2013,9.727023845
4567968,44874,192166,2203325,1707852,Louisiana,22,2013,ACS_5yr_2013,8.721636617
1328320,48453,53866,703066,553823,Maine,23,2013,ACS_5yr_2013,7.661585114
5834299,73538,260567,3214633,2146240,Maryland,24,2013,ACS_5yr_2013,8.105653118
6605058,66866,322730,3636347,2530147,Massachusetts,25,2013,ACS_5yr_2013,8.875115604
9886095,48411,616469,4864014,3823280,Michigan,26,2013,ACS_5yr_2013,12.67407947
5347740,59836,210815,2961476,2107232,Minnesota,27,2013,ACS_5yr_2013,7.118578709
2976872,39031,149148,1355687,1088073,Mississippi,28,2013,ACS_5yr_2013,11.00165451
6007182,47380,267644,3059214,2360131,Missouri,29,2013,ACS_5yr_2013,8.748783184
998554,46230,37702,518296,405525,Montana,30,2013,ACS_5yr_2013,7.27422168
1841625,51672,57525,1011281,725787,Nebraska,31,2013,ACS_5yr_2013,5.68832995
2730066,52800,175142,1414220,999016,Nevada,32,2013,ACS_5yr_2013,12.38435321
1319171,64916,51670,743855,518245,New Hampshire,33,2013,ACS_5yr_2013,6.946246244
8832406,71629,472094,4677666,3186418,New Jersey,34,2013,ACS_5yr_2013,10.09251195
2069706,44927,94111,979565,761938,New Mexico,35,2013,ACS_5yr_2013,9.607427787
19487053,58003,921607,10009187,7234743,New York,36,2013,ACS_5yr_2013,9.207610968
9651380,46334,527430,4850140,3715565,North Carolina,37,2013,ACS_5yr_2013,10.87453146
689781,53741,12617,389669,287270,North Dakota,38,2013,ACS_5yr_2013,3.237876249
11549590,48308,582953,5859516,4557655,Ohio,39,2013,ACS_5yr_2013,9.948825125
3785742,45339,127842,1834366,1444081,Oklahoma,40,2013,ACS_5yr_2013,6.969274398
3868721,50229,221191,1961287,1516456,Oregon,41,2013,ACS_5yr_2013,11.2778497
12731381,52548,581533,6503761,4958427,Pennsylvania,42,2013,ACS_5yr_2013,8.941487856
3682966,19624,247824,1348444,1230868,Puerto Rico,72,2013,ACS_5yr_2013,18.37851628
1051695,56361,56125,569175,410058,Rhode Island,44,2013,ACS_5yr_2013,9.860763386
4679602,44779,258444,2295655,1780251,South Carolina,45,2013,ACS_5yr_2013,11.25796341
825198,49495,22250,444211,323136,South Dakota,46,2013,ACS_5yr_2013,5.008880915
6402387,44298,316682,3140665,2475195,Tennessee,47,2013,ACS_5yr_2013,10.08327854
25639373,51900,1020132,12691031,8886471,Texas,48,2013,ACS_5yr_2013,8.038212183
2813673,58821,101449,1382365,886770,Utah,49,2013,ACS_5yr_2013,7.33879981
625904,54267,23546,348495,257004,Vermont,50,2013,ACS_5yr_2013,6.756481442
8100653,63907,303129,4303611,3022739,Virginia,51,2013,ACS_5yr_2013,7.043596645
6819579,59478,327155,3526776,2629126,Washington,53,2013,ACS_5yr_2013,9.276319222
1853619,41043,69351,826225,741390,West Virginia,54,2013,ACS_5yr_2013,8.393718418
5706871,52413,239464,3082381,2288332,Wisconsin,55,2013,ACS_5yr_2013,7.768799509
570134,57406,16760,309519,222846,Wyoming,56,2013,ACS_5yr_2013,5.414853369
4817678,43511,228716,2253005,1842174,Alabama,1,2014,ACS_5yr_2014,10.15159753
728300,71829,32097,396856,251678,Alaska,2,2014,ACS_5yr_2014,8.087820267
6561516,49928,304067,3076534,2387246,Arizona,4,2014,ACS_5yr_2014,9.883427259
2947036,41264,115090,1372077,1132488,Arkansas,5,2014,ACS_5yr_2014,8.388013209
38066920,61489,2084564,19108876,12617280,California,6,2014,ACS_5yr_2014,10.90887816
5197580,59448,219241,2811701,1998314,Colorado,8,2014,ACS_5yr_2014,7.797450725
3592053,69899,186587,1962119,1356206,Connecticut,9,2014,ACS_5yr_2014,9.509464003
917060,60231,39819,469071,339046,Delaware,10,2014,ACS_5yr_2014,8.488906797
633736,69235,38496,367510,267415,District of Columbia,11,2014,ACS_5yr_2014,10.47481701
19361792,47212,1024905,9415088,7217508,Florida,12,2014,ACS_5yr_2014,10.88577186
9907756,49342,519291,4868842,3540690,Georgia,13,2014,ACS_5yr_2014,10.66559564
1392704,68201,46285,731400,450299,Hawaii,15,2014,ACS_5yr_2014,6.328274542
1599464,47334,61837,768276,585259,Idaho,16,2014,ACS_5yr_2014,8.048800171
12868747,57166,669561,6718857,4778633,Illinois,17,2014,ACS_5yr_2014,9.965400365
6542411,48737,290469,3288362,2492183,Indiana,18,2014,ACS_5yr_2014,8.833242812
3078116,52716,89414,1653714,1232228,Iowa,19,2014,ACS_5yr_2014,5.406859953
2882946,51872,97951,1507003,1112335,Kansas,20,2014,ACS_5yr_2014,6.499721633
4383272,43342,192877,2079258,1702235,Kentucky,21,2014,ACS_5yr_2014,9.276241813
4601049,44991,189644,2206928,1718876,Louisiana,22,2014,ACS_5yr_2014,8.593121298
1328535,48804,51931,700142,553086,Maine,23,2014,ACS_5yr_2014,7.417209652
5887776,74149,257918,3233680,2155983,Maryland,24,2014,ACS_5yr_2014,7.975990203
6657291,67846,309050,3667612,2538485,Massachusetts,25,2014,ACS_5yr_2014,8.426463868
9889024,49087,554747,4852108,3827880,Michigan,26,2014,ACS_5yr_2014,11.4331132
5383661,60828,192010,2976014,2115337,Minnesota,27,2014,ACS_5yr_2014,6.451918573
2984345,39464,147210,1356974,1092627,Mississippi,28,2014,ACS_5yr_2014,10.8484024
6028076,47764,254534,3054519,2361232,Missouri,29,2014,ACS_5yr_2014,8.333030503
1006370,46766,35284,519814,407797,Montana,30,2014,ACS_5yr_2014,6.787812564
1855617,52400,54785,1016841,731347,Nebraska,31,2014,ACS_5yr_2014,5.387764655
2761584,52205,166167,1415924,1005958,Nevada,32,2014,ACS_5yr_2014,11.7355875
1321069,65986,48029,742731,519580,New Hampshire,33,2014,ACS_5yr_2014,6.466540376
8874374,72062,453097,4695156,3188498,New Jersey,34,2014,ACS_5yr_2014,9.650307679
2080085,44968,93106,977579,764684,New Mexico,35,2014,ACS_5yr_2014,9.52414076
19594330,58687,893092,10054448,7255528,New York,36,2014,ACS_5yr_2014,8.882556258
9750405,46693,505668,4879118,3742514,North Carolina,37,2014,ACS_5yr_2014,10.36392233
704925,55579,12213,397250,292616,North Dakota,38,2014,ACS_5yr_2014,3.074386407
11560380,48849,536573,5848381,4570015,Ohio,39,2014,ACS_5yr_2014,9.17472716
3818851,46235,124804,1843140,1450117,Oklahoma,40,2014,ACS_5yr_2014,6.771270766
3900343,50521,206222,1961375,1522988,Oregon,41,2014,ACS_5yr_2014,10.51415461
12758729,53115,556468,6508402,4957736,Pennsylvania,42,2014,ACS_5yr_2014,8.5499943
3638965,19686,242808,1325326,1241454,Puerto Rico,72,2014,ACS_5yr_2014,18.32062451
1053252,56423,53761,568439,409569,Rhode Island,44,2014,ACS_5yr_2014,9.457655087
4727273,45033,242145,2306384,1795715,South Carolina,45,2014,ACS_5yr_2014,10.49890218
834708,50338,21364,450131,327101,South Dakota,46,2014,ACS_5yr_2014,4.746173892
6451365,44621,296819,3149077,2487349,Tennessee,47,2014,ACS_5yr_2014,9.425587244
26092033,52576,982580,12889163,9013582,Texas,48,2014,ACS_5yr_2014,7.623303391
2858111,59846,95738,1399952,896194,Utah,49,2014,ACS_5yr_2014,6.83866304
626358,54447,21643,347486,257252,Vermont,50,2014,ACS_5yr_2014,6.228452369
8185131,64792,293310,4338606,3041710,Virginia,51,2014,ACS_5yr_2014,6.76046638
6899123,60294,308955,3551870,2645396,Washington,53,2014,ACS_5yr_2014,8.698375785
1853881,41576,67035,821389,742359,West Virginia,54,2014,ACS_5yr_2014,8.161175764
5724692,52738,221662,3076311,2293250,Wisconsin,55,2014,ACS_5yr_2014,7.205448344
575251,58252,15950,310018,225514,Wyoming,56,2014,ACS_5yr_2014,5.144862556
4830620,43623,207097,2242401,1848325,Alabama,1,2015,ACS_5yr_2015,9.235502481
733375,72515,31285,399077,250969,Alaska,2,2015,ACS_5yr_2015,7.839339275
6641928,50255,275712,3106324,2412212,Arizona,4,2015,ACS_5yr_2015,8.875828793
2958208,41371,104943,1365791,1138025,Arkansas,5,2015,ACS_5yr_2015,7.683679275
38421464,61818,1891081,19269449,12717801,California,6,2015,ACS_5yr_2015,9.813882068
5278906,60629,195578,2852439,2024468,Colorado,8,2015,ACS_5yr_2015,6.856518229
3593222,70331,172292,1962170,1352583,Connecticut,9,2015,ACS_5yr_2015,8.780686689
926454,60509,36223,473007,344022,Delaware,10,2015,ACS_5yr_2015,7.658026203
647484,70848,35811,377072,273390,District of Columbia,11,2015,ACS_5yr_2015,9.497125217
19645772,47507,915976,9510681,7300494,Florida,12,2015,ACS_5yr_2015,9.631024319
10006693,49620,468932,4906258,3574362,Georgia,13,2015,ACS_5yr_2015,9.557834097
